combo_id,sexuality_content,sexuality_includes,sexual_activity_frequency,sexual_scene_duration,sexual_depiction_type,sexual_underage,suggestive_themes_description,dating_games_prominent,revealing_outfits_nudity_includes,revealing_outfits_frequency,revealing_outfits_erotic_context,revealing_outfits_out_of_place,nudity_includes,nudity_human_buttocks_frequency,nudity_nippleless_breasts_frequency,nudity_fantasy_breasts_frequency,nudity_human_breasts_with_nipples_frequency,nudity_genitalia_frequency,nudity_erotic_context,sexual_violence_presentation,summary,country,rating
429,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Female Human Breasts with Nipples']",Rarely,Rarely,Often,Often,,No,,"Human buttocks (rarely) | Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (rarely) | Female fantasy creatures' breasts, e.g., harpies (often) | Female human breasts with nipples (often)",North America,Mature 17+
430,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Female Human Breasts with Nipples']",Rarely,Often,Rarely,Rarely,,Yes,,"Human buttocks (rarely) | Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (often) | Female fantasy creatures' breasts, e.g., harpies (rarely) | Female human breasts with nipples (rarely) | Nudity in an erotic setting or context",North America,Mature 17+
431,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Female Human Breasts with Nipples']",Rarely,Often,Rarely,Rarely,,No,,"Human buttocks (rarely) | Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (often) | Female fantasy creatures' breasts, e.g., harpies (rarely) | Female human breasts with nipples (rarely)",North America,Mature 17+
432,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Female Human Breasts with Nipples']",Rarely,Often,Rarely,Often,,Yes,,Game contains violence against humans,North America,Teen
433,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Female Human Breasts with Nipples']",Rarely,Often,Rarely,Often,,No,,"Human buttocks (rarely) | Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (often) | Female fantasy creatures' breasts, e.g., harpies (rarely) | Female human breasts with nipples (often)",North America,Mature 17+
434,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Female Human Breasts with Nipples']",Rarely,Often,Often,Rarely,,Yes,,"Human buttocks (rarely) | Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (often) | Female fantasy creatures' breasts, e.g., harpies (often) | Female human breasts with nipples (rarely) | Nudity in an erotic setting or context",North America,Mature 17+
435,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Female Human Breasts with Nipples']",Rarely,Often,Often,Rarely,,No,,Game contains violence against humans,North America,Teen
436,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Female Human Breasts with Nipples']",Rarely,Often,Often,Often,,Yes,,"Human buttocks (rarely) | Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (often) | Female fantasy creatures' breasts, e.g., harpies (often) | Female human breasts with nipples (often) | Nudity in an erotic setting or context",North America,Mature 17+
437,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Female Human Breasts with Nipples']",Rarely,Often,Often,Often,,No,,"Human buttocks (rarely) | Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (often) | Female fantasy creatures' breasts, e.g., harpies (often) | Female human breasts with nipples (often)",North America,Mature 17+
438,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Female Human Breasts with Nipples']",Often,Rarely,Rarely,Rarely,,Yes,,"Human buttocks (often) | Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (rarely) | Female fantasy creatures' breasts, e.g., harpies (rarely) | Female human breasts with nipples (rarely) | Nudity in an erotic setting or context",North America,Mature 17+
439,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Female Human Breasts with Nipples']",Often,Rarely,Rarely,Rarely,,No,,"Human buttocks (often) | Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (rarely) | Female fantasy creatures' breasts, e.g., harpies (rarely) | Female human breasts with nipples (rarely)",North America,Mature 17+
440,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Female Human Breasts with Nipples']",Often,Rarely,Rarely,Often,,Yes,,Game contains violence against humans,North America,Teen
441,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Female Human Breasts with Nipples']",Often,Rarely,Rarely,Often,,No,,"Human buttocks (often) | Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (rarely) | Female fantasy creatures' breasts, e.g., harpies (rarely) | Female human breasts with nipples (often)",North America,Mature 17+
442,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Female Human Breasts with Nipples']",Often,Rarely,Often,Rarely,,Yes,,"Human buttocks (often) | Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (rarely) | Female fantasy creatures' breasts, e.g., harpies (often) | Female human breasts with nipples (rarely) | Nudity in an erotic setting or context",North America,Mature 17+
443,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Female Human Breasts with Nipples']",Often,Rarely,Often,Rarely,,No,,"Human buttocks (often) | Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (rarely) | Female fantasy creatures' breasts, e.g., harpies (often) | Female human breasts with nipples (rarely)",North America,Mature 17+
444,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Female Human Breasts with Nipples']",Often,Rarely,Often,Often,,Yes,,Game contains violence against humans,North America,Mature 17+
445,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Female Human Breasts with Nipples']",Often,Rarely,Often,Often,,No,,"Human buttocks (often) | Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (rarely) | Female fantasy creatures' breasts, e.g., harpies (often) | Female human breasts with nipples (often)",North America,Mature 17+
446,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Female Human Breasts with Nipples']",Often,Often,Rarely,Rarely,,Yes,,"Human buttocks (often) | Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (often) | Female fantasy creatures' breasts, e.g., harpies (rarely) | Female human breasts with nipples (rarely) | Nudity in an erotic setting or context",North America,Mature 17+
447,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Female Human Breasts with Nipples']",Often,Often,Rarely,Rarely,,No,,"Human buttocks (often) | Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (often) | Female fantasy creatures' breasts, e.g., harpies (rarely) | Female human breasts with nipples (rarely)",North America,Mature 17+
448,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Female Human Breasts with Nipples']",Often,Often,Rarely,Often,,Yes,,Game contains violence against humans,North America,Mature 17+
449,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Female Human Breasts with Nipples']",Often,Often,Rarely,Often,,No,,"Human buttocks (often) | Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (often) | Female fantasy creatures' breasts, e.g., harpies (rarely) | Female human breasts with nipples (often)",North America,Mature 17+
450,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Female Human Breasts with Nipples']",Often,Often,Often,Rarely,,Yes,,"Human buttocks (often) | Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (often) | Female fantasy creatures' breasts, e.g., harpies (often) | Female human breasts with nipples (rarely) | Nudity in an erotic setting or context",North America,Mature 17+
451,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Female Human Breasts with Nipples']",Often,Often,Often,Rarely,,No,,"Human buttocks (often) | Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (often) | Female fantasy creatures' breasts, e.g., harpies (often) | Female human breasts with nipples (rarely)",North America,Mature 17+
452,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Female Human Breasts with Nipples']",Often,Often,Often,Often,,Yes,,Game contains violence against humans,North America,Everyone 10+
453,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Female Human Breasts with Nipples']",Often,Often,Often,Often,,No,,"Human buttocks (often) | Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (often) | Female fantasy creatures' breasts, e.g., harpies (often) | Female human breasts with nipples (often)",North America,Mature 17+
454,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Genitalia']",Rarely,Rarely,Rarely,,Rarely,Yes,,"Human buttocks (rarely) | Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (rarely) | Female fantasy creatures' breasts, e.g., harpies (rarely) | Genitalia (rarely) | Nudity in an erotic setting or context",North America,Mature 17+
455,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Genitalia']",Rarely,Rarely,Rarely,,Rarely,No,,"Human buttocks (rarely) | Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (rarely) | Female fantasy creatures' breasts, e.g., harpies (rarely) | Genitalia (rarely)",North America,Mature 17+
456,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Genitalia']",Rarely,Rarely,Rarely,,Often,Yes,,"Human buttocks (rarely) | Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (rarely) | Female fantasy creatures' breasts, e.g., harpies (rarely) | Genitalia (often) | Nudity in an erotic setting or context",North America,Adults only 18+
457,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Genitalia']",Rarely,Rarely,Rarely,,Often,No,,"Human buttocks (rarely) | Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (rarely) | Female fantasy creatures' breasts, e.g., harpies (rarely) | Genitalia (often)",North America,Adults only 18+
458,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Genitalia']",Rarely,Rarely,Often,,Rarely,Yes,,"Human buttocks (rarely) | Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (rarely) | Female fantasy creatures' breasts, e.g., harpies (often) | Genitalia (rarely) | Nudity in an erotic setting or context",North America,Mature 17+
459,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Genitalia']",Rarely,Rarely,Often,,Rarely,No,,"Human buttocks (rarely) | Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (rarely) | Female fantasy creatures' breasts, e.g., harpies (often) | Genitalia (rarely)",North America,Mature 17+
460,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Genitalia']",Rarely,Rarely,Often,,Often,Yes,,Game contains violence against humans,North America,Everyone 10+
461,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Genitalia']",Rarely,Rarely,Often,,Often,No,,"Human buttocks (rarely) | Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (rarely) | Female fantasy creatures' breasts, e.g., harpies (often) | Genitalia (often)",North America,Adults only 18+
462,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Genitalia']",Rarely,Often,Rarely,,Rarely,Yes,,"Human buttocks (rarely) | Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (often) | Female fantasy creatures' breasts, e.g., harpies (rarely) | Genitalia (rarely) | Nudity in an erotic setting or context",North America,Mature 17+
463,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Genitalia']",Rarely,Often,Rarely,,Rarely,No,,Game contains violence against humans,North America,Teen
464,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Genitalia']",Rarely,Often,Rarely,,Often,Yes,,"Human buttocks (rarely) | Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (often) | Female fantasy creatures' breasts, e.g., harpies (rarely) | Genitalia (often) | Nudity in an erotic setting or context",North America,Adults only 18+
465,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Genitalia']",Rarely,Often,Rarely,,Often,No,,"Human buttocks (rarely) | Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (often) | Female fantasy creatures' breasts, e.g., harpies (rarely) | Genitalia (often)",North America,Adults only 18+
